Medicamento;Enlace;Sintomas
Inyección de infliximab;https://medlineplus.gov/spanish/druginfo/meds/a604023-es.html;Los productos de la inyección de infliximab pertenecen a una clase de medicamentos llamados inhibidores del factor de necrosis tumoral alfa (TNF-alfa). Funcionan bloqueando la acción del TNF-alfa, una sustancia en el cuerpo que causa inflamación.
Disulfiram;https://medlineplus.gov/spanish/druginfo/meds/a682602-es.html;El disulfiram se usa para tratar el alcoholismo crónico. Causa efectos desagradables cuando se consumen incluso cantidades pequeñas de alcohol. Estos efectos incluyen rubor, cefalea (dolor de cabeza), náuseas, vómitos, dolor en el pecho, debilidad, visión borrosa, confusión, transpiración, asfixia, dificultad para respirar y ansiedad. Estos efectos comenzarán cerca de 10 minutos después de haber bebido alcohol y podrían durar hasta 1 hora o más. El disulfiram no es una cura para el alcoholismo, pero disminuye la necesidad de beber.
Flurbiprofeno;https://medlineplus.gov/spanish/druginfo/meds/a687005-es.html;El flurbiprofeno de prescripción se usa para aliviar el dolor, sensibilidad, inflamación (hinchazón) y la rigidez causada por la osteoartritis (artritis causada por un deterioro del recubrimiento de las articulaciones) y la artritis reumatoide (artritis causada por la hinchazón del recubrimiento de las articulaciones). Pertenece a una clase de medicamentos llamados antiinflamatorios sin esteroides. Funciona al detener la producción de una sustancia que causa dolor, fiebre e inflamación.
Inhalación oral de umeclidinio y vilanterol;https://medlineplus.gov/spanish/druginfo/meds/a614019-es.html;La combinación de umeclidinio y vilanterol se usa para tratar las sibilancias, dificultad para respirar, tos y opresión en el pecho causados por la  enfermedad pulmonar obstructiva crónica  (EPOC, un grupo de enfermedades que afectan los pulmones y las vías respiratorias, que incluye la bronquitis crónica y el enfisema). El umeclidinio pertenece a una clase de medicamentoS llamados anticolinérgicos. El vilanterol pertenece a una clase de medicamentos llamados beta-agonistas de acción prolongada (long-acting beta-agonists, LABA). Estos medicamentos funcionan al relajar y abrir las vías respiratorias en los pulmones, lo que facilita la respiración.
Inyección de meloxicam;https://medlineplus.gov/spanish/druginfo/meds/a620024-es.html;La inyección de meloxicam se usa sola o en combinación con otros analgésicos para el alivio a corto plazo del dolor moderado a intenso en adultos, generalmente después de una cirugía. El meloxicam pertenece a una clase de medicamentos llamados AINE. Actúa deteniendo la producción del cuerpo de una sustancia que causa dolor, fiebre e inflamación.
Fluoximesterona;https://medlineplus.gov/spanish/druginfo/meds/a682690-es.html;La fluoximesterona se usa para tratar los síntomas de baja testosterona en los hombres adultos que tienen hipogonadismo (una condición en la que el cuerpo no produce suficiente testosterona natural). La fluoximesterona se utiliza solo para los hombres con bajos niveles de testosterona ocasionados por ciertas condiciones médicas, incluyendo trastornos de los testículos, de la glándula pituitaria, (una pequeña glándula del cerebro) o del hipotálamo (una parte del cerebro) que ocasiona el hipogonadismo. La fluoximesterona también se usa para estimular la pubertad en los hombres con pubertad retardada. La fluoximesterona también se puede usar sola o junto con otros medicamentos en algunas mujeres que tienen cáncer de seno que se ha esparcido a otras partes del cuerpo y no se puede extirpar por medio de una cirugía. La fluoximesterona pertenece a una clase de medicamentos llamados hormonas androgénicas. Funciona al suministrar testosterona para reemplazar la testosterona que el cuerpo produce normalmente de forma natural. La testosterona es una hormona producida por el cuerpo que contribuye al crecimiento, desarrollo y funcionamiento de los órganos sexuales masculinos y las características masculinas típicas. Cuando se usa para tratar el cáncer de seno, la testosterona funciona al bloquear la liberación de estrógenos para detener o retrasar el desarrollo del cáncer del seno..
Estrógeno y progestina (anticonceptivos de anillo vaginal);https://medlineplus.gov/spanish/druginfo/meds/a604032-es.html;El anillo vaginal de estrógeno y progestina se usa para prevenir el embarazo.  El estrógeno (etinilestradiol) y la progestina (etonogestrel o segesterona) son dos hormonas sexuales femeninas. El estrógeno y la progestina pertenecen a una clase de medicamentos llamados anticonceptivos hormonales combinados (medicamentos anticonceptivos). Las combinaciones de estrógeno y progestina actúan al prevenir la ovulación (la liberación de óvulos de los ovarios). También cambia el recubrimiento del útero (matriz) para impedir el desarrollo del embarazo y modifica la mucosidad cervical (abertura del útero) para impedir el ingreso de los espermatozoides (células reproductivas masculinas). El anillo anticonceptivo es un método muy eficaz de prevención del embarazo, pero no previene la transmisión del virus de la inmunodeficiencia humana (VIH, el virus que causa el síndrome de inmunodeficiencia adquirida [SIDA]) ni de otras enfermedades de transmisión sexual.
Testosterona tópica;https://medlineplus.gov/spanish/druginfo/meds/a605020-es.html;La testosterona tópica se usa para tratar los síntomas de baja testosterona en los hombres adultos que tienen hipogonadismo (una condición en la que el cuerpo no produce suficiente testosterona natural). La testosterona se utiliza solo para los hombres con bajos niveles de testosterona ocasionados por ciertas condiciones médicas, incluyendo trastornos de los testículos, la glándula pituitaria, (una pequeña glándula del cerebro) o el hipotálamo (una parte del cerebro), que causan el hipogonadismo. Su médico ordenará algunas pruebas de laboratorio para chequear sus niveles de testosterona para saber si están bajos antes de empezar a usar la testosterona tópica. La testosterona no se debe usar para tratar los síntomas de baja testosterona en los hombres que tienen baja testosterona debido al envejecimiento ('hipogonadismo relacionado con la edad').  La testosterona pertenece a una clase de medicamentos llamados hormonas androgénicas. La testosterona es una hormona producida por el cuerpo que contribuye al crecimiento, desarrollo y funcionamiento de los órganos sexuales masculinos y las características masculinas típicas. La testosterona tópica trabaja reemplazando la testosterona que el cuerpo produce normalmente.
Sulfato de bario;https://medlineplus.gov/spanish/druginfo/meds/a606010-es.html;"El sulfato de bario se usa para ayudar a los doctores a examinar el esófago (tubo que conecta la boca con el estómago), el estómago y los intestinos, usando radiografías o tomografía computada (exploración CAT, tomografía computarizada; exploración corporal que emplea una computadora para reunir las imágenes de radiografía y crear imágenes transversales o tridimensionales del interior del cuerpo). El sulfato de bario pertenece a una clase de medicamentos llamados medios de contraste radiopaco. Funciona al recubrir el esófago, estómago o intestinos, con un material que no se absorbe en el cuerpo y permite que las áreas enfermas o dañadas puedan verse claramente mediante el examen de radiografías o tomografía computada."
Parche transdérmico de testosterona;https://medlineplus.gov/spanish/druginfo/meds/a601118-es.html;Los parches transdérmicos de testosterona se utilizan para tratar los síntomas de baja testosterona en los hombres adultos que tienen hipogonadismo (una condición en la que el cuerpo no produce suficiente testosterona natural). La testosterona se utiliza solo para los hombres con bajos niveles de testosterona ocasionados por ciertas condiciones médicas, incluyendo trastornos de los testículos, de la glándula pituitaria, (una pequeña glándula del cerebro) o del hipotálamo (una parte del cerebro) que ocasionan el hipogonadismo. Su médico ordenará algunas pruebas de laboratorio para chequear sus niveles de testosterona para saber si están bajos antes de empezar a usar los parches transdérmicos de testosterona. La testosterona no se debe usar para tratar los síntomas de baja testosterona en los hombres que tienen bajos niveles de testosterona debido al envejecimiento ('hipogonadismo relacionado con la edad'). La testosterona pertenece a una clase de medicamentos llamados hormonas androgénicas. La testosterona es una hormona producida por el cuerpo que contribuye al crecimiento, desarrollo y funcionamiento de los órganos sexuales masculinos y las características masculinas típicas. Los parches transdérmicos de testosterona trabajan reemplazando la testosterona que el cuerpo produce normalmente.
Inyección de cefazolina;https://medlineplus.gov/spanish/druginfo/meds/a682731-es.html;La inyección de cefazolina se utiliza para tratar ciertas infecciones ocasionadas por bacterias, incluso la piel, huesos, articulaciones, genitales, sangre, válvula del corazón, tracto del sistema respiratorio (incluyendo la neumonía), tracto biliar, e infecciones del tracto urinario. La inyección de cefazolina también se puede usar antes, durante y algunas veces durante un período breve posterior a la cirugía con el fin de prevenir que el paciente contraiga una infección. La inyección de cefazolina se encuentra en una clase de medicamentos llamados antibióticos de cefalosporina. Funciona matando las bacterias.
Hiosiamina;https://medlineplus.gov/spanish/druginfo/meds/a684010-es.html;La hiosiamina es usada para controlar los síntomas asociados con los trastornos del tubo digestivo. Funciona al reducir el movimiento del estómago y de los intestinos y la secreción de los líquidos del estómago, incluyendo el ácido estomacal. La hiosiamina también se usa en el tratamiento de los espasmos de la vesícula, para tratar la úlcera péptica, la diverticulitis, los cólicos, el síndrome del colon irritable, la cistitis y la pancreatitis. La hiosiamina también puede usarse para tratar ciertas enfermedades cardíacas, para controlar los síntomas de la enfermedad de Parkinson y de la rinitis (rinorrea) y para reducir la producción excesiva de saliva.
